rank,docid,score,qid,label,query
-1,6485504,-1.0,148538,1,difference between rn and bsn
93,615407,34.51,148538,1,difference between rn and bsn
149,6434592,33.36,148538,2,difference between rn and bsn
188,6536612,32.6,148538,2,difference between rn and bsn
56,4447601,35.52,148538,1,difference between rn and bsn
500,4634425,27.39,148538,1,difference between rn and bsn
-1,4902096,-1.0,148538,2,difference between rn and bsn
282,4976411,30.76,148538,2,difference between rn and bsn
922,5010072,22.99,148538,2,difference between rn and bsn
202,5020788,32.27,148538,1,difference between rn and bsn
-1,5077705,-1.0,148538,2,difference between rn and bsn
337,512199,29.98,148538,1,difference between rn and bsn
19,5171603,38.19,148538,1,difference between rn and bsn
140,6697437,33.49,148538,1,difference between rn and bsn
597,958231,26.02,148538,1,difference between rn and bsn
439,6889357,28.11,148538,1,difference between rn and bsn
241,8283528,31.58,148538,1,difference between rn and bsn
196,8283530,32.44,148538,1,difference between rn and bsn
15,8283531,38.79,148538,1,difference between rn and bsn
20,8283532,37.88,148538,1,difference between rn and bsn
150,8730434,33.36,148538,1,difference between rn and bsn
124,4447598,33.92,148538,2,difference between rn and bsn
574,985490,26.24,148538,1,difference between rn and bsn
27,985492,37.19,148538,2,difference between rn and bsn
38,985493,36.4,148538,1,difference between rn and bsn
285,985494,30.71,148538,2,difference between rn and bsn
776,8835172,23.97,148538,1,difference between rn and bsn
249,8139872,31.31,148538,1,difference between rn and bsn
-1,811946,-1.0,148538,1,difference between rn and bsn
21,6894608,37.79,148538,1,difference between rn and bsn
5,7407803,43.13,148538,3,difference between rn and bsn
452,7407811,28.01,148538,1,difference between rn and bsn
53,7407812,35.69,148538,1,difference between rn and bsn
445,7496116,28.09,148538,1,difference between rn and bsn
37,7529434,36.51,148538,1,difference between rn and bsn
739,753805,24.26,148538,1,difference between rn and bsn
888,7599536,23.19,148538,1,difference between rn and bsn
199,7696389,32.39,148538,1,difference between rn and bsn
-1,791676,-1.0,148538,1,difference between rn and bsn
50,6704661,35.79,148538,1,difference between rn and bsn
-1,4282153,-1.0,148538,1,difference between rn and bsn
586,1736918,26.07,148538,1,difference between rn and bsn
-1,1807279,-1.0,148538,1,difference between rn and bsn
-1,1816663,-1.0,148538,2,difference between rn and bsn
231,1828165,31.81,148538,2,difference between rn and bsn
371,1828170,29.3,148538,1,difference between rn and bsn
12,1950974,39.85,148538,2,difference between rn and bsn
458,1950975,27.92,148538,1,difference between rn and bsn
180,1573498,32.74,148538,1,difference between rn and bsn
8,1950976,40.82,148538,1,difference between rn and bsn
138,1950980,33.5,148538,2,difference between rn and bsn
766,1969518,24.14,148538,1,difference between rn and bsn
25,1969519,37.25,148538,2,difference between rn and bsn
28,1985491,37.17,148538,2,difference between rn and bsn
112,1985494,34.14,148538,1,difference between rn and bsn
16,1950977,38.76,148538,2,difference between rn and bsn
312,153920,30.23,148538,1,difference between rn and bsn
-1,4271667,-1.0,148538,1,difference between rn and bsn
120,1299824,33.99,148538,2,difference between rn and bsn
497,1299830,27.39,148538,1,difference between rn and bsn
271,1311202,30.92,148538,2,difference between rn and bsn
35,1311204,36.8,148538,1,difference between rn and bsn
357,1314489,29.55,148538,1,difference between rn and bsn
-1,1559002,-1.0,148538,2,difference between rn and bsn
335,1384441,30.0,148538,2,difference between rn and bsn
166,1384446,32.97,148538,2,difference between rn and bsn
385,1384447,28.88,148538,2,difference between rn and bsn
83,1384448,34.67,148538,2,difference between rn and bsn
284,1392973,30.74,148538,1,difference between rn and bsn
590,1392974,26.04,148538,1,difference between rn and bsn
128,1495660,33.77,148538,1,difference between rn and bsn
954,1384442,22.69,148538,1,difference between rn and bsn
420,1311209,28.33,148538,1,difference between rn and bsn
14,3918785,38.81,148538,2,difference between rn and bsn
535,3918787,26.93,148538,2,difference between rn and bsn
648,3989976,25.28,148538,1,difference between rn and bsn
4,4185812,43.79,148538,1,difference between rn and bsn
13,4185814,39.42,148538,1,difference between rn and bsn
701,4264127,24.6,148538,1,difference between rn and bsn
121,4264128,33.99,148538,1,difference between rn and bsn
29,3701822,37.04,148538,1,difference between rn and bsn
-1,4264121,-1.0,148538,2,difference between rn and bsn
92,332401,34.51,148538,1,difference between rn and bsn
319,231452,30.16,148538,1,difference between rn and bsn
17,231455,38.51,148538,1,difference between rn and bsn
-1,245019,-1.0,148538,1,difference between rn and bsn
398,2455774,28.7,148538,3,difference between rn and bsn
-1,2455776,-1.0,148538,1,difference between rn and bsn
321,2643562,30.08,148538,2,difference between rn and bsn
-1,2713526,-1.0,148538,2,difference between rn and bsn
132,2915322,33.64,148538,1,difference between rn and bsn
105,332400,34.28,148538,1,difference between rn and bsn
-1,3310962,-1.0,148538,2,difference between rn and bsn
315,3165111,30.21,148538,1,difference between rn and bsn
113,231453,34.13,148538,2,difference between rn and bsn
79,2915327,34.78,148538,1,difference between rn and bsn
123,2915323,33.96,148538,1,difference between rn and bsn
160,2717163,21.98,156493,2,do goldfish grow
235,2717165,20.8,156493,1,do goldfish grow
68,2928700,24.77,156493,2,do goldfish grow
62,2928702,25.42,156493,2,do goldfish grow
56,2928704,25.94,156493,2,do goldfish grow
72,2928705,24.64,156493,1,do goldfish grow
494,2928706,18.49,156493,2,do goldfish grow
24,2928707,28.47,156493,2,do goldfish grow
158,2612493,22.0,156493,2,do goldfish grow
121,2708304,22.54,156493,1,do goldfish grow
54,2598786,26.0,156493,2,do goldfish grow
104,2598787,23.02,156493,2,do goldfish grow
-1,2612486,-1.0,156493,2,do goldfish grow
29,2612490,27.94,156493,2,do goldfish grow
21,2612492,28.47,156493,2,do goldfish grow
214,26129,21.02,156493,2,do goldfish grow
373,2616512,19.53,156493,2,do goldfish grow
71,2612491,24.64,156493,2,do goldfish grow
12,2949801,29.43,156493,2,do goldfish grow
47,349643,26.53,156493,2,do goldfish grow
7,2411918,30.2,156493,2,do goldfish grow
28,4131138,27.96,156493,2,do goldfish grow
495,3603923,18.49,156493,2,do goldfish grow
67,3603922,24.9,156493,2,do goldfish grow
375,3603920,19.53,156493,2,do goldfish grow
19,2949802,28.67,156493,2,do goldfish grow
173,349645,21.7,156493,2,do goldfish grow
114,349641,22.68,156493,2,do goldfish grow
34,349638,27.43,156493,2,do goldfish grow
75,3288603,24.4,156493,2,do goldfish grow
14,3288601,29.3,156493,2,do goldfish grow
2,3288600,30.95,156493,2,do goldfish grow
30,3288599,27.72,156493,2,do goldfish grow
36,3288598,27.43,156493,2,do goldfish grow
5,3288597,30.36,156493,2,do goldfish grow
3,3288596,30.75,156493,2,do goldfish grow
80,3288595,24.15,156493,2,do goldfish grow
74,316872,24.4,156493,2,do goldfish grow
79,2403232,24.18,156493,1,do goldfish grow
102,1861642,23.15,156493,2,do goldfish grow
-1,1861640,-1.0,156493,2,do goldfish grow
745,1420608,15.45,156493,1,do goldfish grow
46,1347266,26.92,156493,2,do goldfish grow
132,1347264,22.35,156493,1,do goldfish grow
306,1277728,20.24,156493,2,do goldfish grow
16,1277727,29.1,156493,2,do goldfish grow
45,1277725,27.0,156493,2,do goldfish grow
31,1277724,27.67,156493,2,do goldfish grow
38,1277723,27.25,156493,2,do goldfish grow
41,1277722,27.12,156493,2,do goldfish grow
50,1277721,26.36,156493,2,do goldfish grow
25,1277720,28.46,156493,2,do goldfish grow
55,1101607,25.94,156493,2,do goldfish grow
237,1034435,20.8,156493,1,do goldfish grow
435,4369922,18.96,156493,2,do goldfish grow
27,1277726,27.96,156493,2,do goldfish grow
557,2317808,18.08,156493,2,do goldfish grow
11,2317807,29.52,156493,2,do goldfish grow
493,2317802,18.51,156493,2,do goldfish grow
61,2317800,25.42,156493,2,do goldfish grow
4,2259183,30.36,156493,2,do goldfish grow
51,2259182,26.22,156493,2,do goldfish grow
59,2259180,25.54,156493,2,do goldfish grow
58,2259179,25.54,156493,2,do goldfish grow
163,2236388,21.94,156493,2,do goldfish grow
155,2123395,22.02,156493,2,do goldfish grow
23,1960261,28.47,156493,2,do goldfish grow
63,1960260,25.39,156493,2,do goldfish grow
89,1960259,23.63,156493,2,do goldfish grow
10,1960257,29.59,156493,2,do goldfish grow
274,1960256,20.45,156493,1,do goldfish grow
17,1960255,29.03,156493,2,do goldfish grow
682,1960254,16.73,156493,1,do goldfish grow
110,8182162,22.79,156493,2,do goldfish grow
8,8029433,30.16,156493,2,do goldfish grow
26,8182159,28.2,156493,2,do goldfish grow
0,8182161,31.16,156493,2,do goldfish grow
20,8182165,28.55,156493,2,do goldfish grow
6,8182166,30.21,156493,2,do goldfish grow
49,8245444,26.37,156493,2,do goldfish grow
32,8182160,27.65,156493,2,do goldfish grow
699,7055262,16.32,156493,2,do goldfish grow
767,7055263,15.21,156493,2,do goldfish grow
431,7104323,19.04,156493,2,do goldfish grow
22,7371077,28.47,156493,2,do goldfish grow
37,7371078,27.34,156493,2,do goldfish grow
33,7371079,27.47,156493,2,do goldfish grow
211,7431316,21.09,156493,2,do goldfish grow
86,750111,23.69,156493,2,do goldfish grow
91,8266017,23.46,156493,2,do goldfish grow
159,8273011,22.0,156493,2,do goldfish grow
77,8273013,24.4,156493,2,do goldfish grow
472,8273015,18.72,156493,2,do goldfish grow
15,885944,29.23,156493,2,do goldfish grow
142,95512,22.18,156493,2,do goldfish grow
123,95513,22.5,156493,2,do goldfish grow
9,95514,29.76,156493,2,do goldfish grow
18,95515,28.74,156493,2,do goldfish grow
305,95517,20.24,156493,1,do goldfish grow
184,95518,21.51,156493,2,do goldfish grow
66,95519,24.9,156493,2,do goldfish grow
70,95521,24.64,156493,2,do goldfish grow
388,994486,19.45,156493,2,do goldfish grow
332,8820526,19.97,156493,2,do goldfish grow
648,8820525,17.3,156493,2,do goldfish grow
52,8273017,26.17,156493,2,do goldfish grow
35,8273019,27.43,156493,2,do goldfish grow
44,8393766,27.02,156493,2,do goldfish grow
818,8725855,14.78,156493,1,do goldfish grow
64,8803136,25.34,156493,2,do goldfish grow
117,911794,22.59,156493,2,do goldfish grow
48,5022725,26.43,156493,1,do goldfish grow
141,5346660,22.24,156493,2,do goldfish grow
73,5437919,24.51,156493,1,do goldfish grow
427,5506858,19.1,156493,1,do goldfish grow
40,5530082,27.25,156493,2,do goldfish grow
621,5555919,17.46,156493,2,do goldfish grow
82,5009743,24.15,156493,2,do goldfish grow
592,4940234,17.83,156493,2,do goldfish grow
57,4527706,25.94,156493,2,do goldfish grow
81,4542584,24.15,156493,2,do goldfish grow
127,4583221,22.48,156493,2,do goldfish grow
13,4940228,29.37,156493,2,do goldfish grow
390,4940230,19.45,156493,2,do goldfish grow
841,5752572,14.56,156493,1,do goldfish grow
265,6524746,20.51,156493,2,do goldfish grow
664,6983821,17.02,156493,2,do goldfish grow
76,6775071,24.4,156493,2,do goldfish grow
43,6139382,27.02,156493,2,do goldfish grow
1,6139386,31.03,156493,3,do goldfish grow
642,6139387,17.3,156493,2,do goldfish grow
87,6139383,23.69,156493,2,do goldfish grow
97,6357270,23.18,156493,1,do goldfish grow
15,6264733,59.01,168216,3,does legionella pneumophila cause pneumonia
87,6249512,46.71,168216,3,does legionella pneumophila cause pneumonia
125,6264734,38.31,168216,2,does legionella pneumophila cause pneumonia
171,6264729,30.63,168216,2,does legionella pneumophila cause pneumonia
215,6264730,25.78,168216,1,does legionella pneumophila cause pneumonia
101,6264732,42.91,168216,3,does legionella pneumophila cause pneumonia
97,6264731,43.59,168216,2,does legionella pneumophila cause pneumonia
194,6219117,28.33,168216,2,does legionella pneumophila cause pneumonia
-1,6214542,-1.0,168216,1,does legionella pneumophila cause pneumonia
120,6219118,38.75,168216,2,does legionella pneumophila cause pneumonia
142,6264735,34.97,168216,2,does legionella pneumophila cause pneumonia
262,6213326,24.94,168216,2,does legionella pneumophila cause pneumonia
333,6219119,24.18,168216,1,does legionella pneumophila cause pneumonia
434,6219122,23.46,168216,1,does legionella pneumophila cause pneumonia
-1,6219121,-1.0,168216,1,does legionella pneumophila cause pneumonia
656,6426635,22.07,168216,2,does legionella pneumophila cause pneumonia
31,6282561,56.98,168216,3,does legionella pneumophila cause pneumonia
-1,6457806,-1.0,168216,1,does legionella pneumophila cause pneumonia
169,6548726,30.8,168216,1,does legionella pneumophila cause pneumonia
12,6426638,59.32,168216,3,does legionella pneumophila cause pneumonia
162,6584042,31.53,168216,2,does legionella pneumophila cause pneumonia
27,6213325,57.37,168216,3,does legionella pneumophila cause pneumonia
41,661750,55.14,168216,2,does legionella pneumophila cause pneumonia
136,6426637,35.95,168216,2,does legionella pneumophila cause pneumonia
678,6426636,21.91,168216,2,does legionella pneumophila cause pneumonia
37,6426634,56.14,168216,3,does legionella pneumophila cause pneumonia
66,6282562,50.76,168216,3,does legionella pneumophila cause pneumonia
172,6282564,30.62,168216,2,does legionella pneumophila cause pneumonia
76,6282567,48.55,168216,3,does legionella pneumophila cause pneumonia
51,6329932,53.72,168216,2,does legionella pneumophila cause pneumonia
188,6426630,29.27,168216,2,does legionella pneumophila cause pneumonia
121,6426631,38.61,168216,2,does legionella pneumophila cause pneumonia
78,6426632,47.74,168216,3,does legionella pneumophila cause pneumonia
139,6426633,35.51,168216,2,does legionella pneumophila cause pneumonia
82,6282560,47.2,168216,3,does legionella pneumophila cause pneumonia
201,6213324,27.08,168216,2,does legionella pneumophila cause pneumonia
527,5346757,22.83,168216,1,does legionella pneumophila cause pneumonia
34,6213322,56.52,168216,3,does legionella pneumophila cause pneumonia
75,5293614,48.77,168216,3,does legionella pneumophila cause pneumonia
910,5298477,20.86,168216,1,does legionella pneumophila cause pneumonia
-1,5298481,-1.0,168216,1,does legionella pneumophila cause pneumonia
-1,5298483,-1.0,168216,1,does legionella pneumophila cause pneumonia
-1,5314644,-1.0,168216,1,does legionella pneumophila cause pneumonia
-1,5298484,-1.0,168216,1,does legionella pneumophila cause pneumonia
127,527409,37.97,168216,2,does legionella pneumophila cause pneumonia
-1,5024309,-1.0,168216,1,does legionella pneumophila cause pneumonia
129,5024311,37.55,168216,2,does legionella pneumophila cause pneumonia
-1,5024313,-1.0,168216,1,does legionella pneumophila cause pneumonia
225,504720,25.5,168216,1,does legionella pneumophila cause pneumonia
274,504725,24.77,168216,1,does legionella pneumophila cause pneumonia
181,5050210,30.18,168216,1,does legionella pneumophila cause pneumonia
110,5114458,40.72,168216,2,does legionella pneumophila cause pneumonia
280,5370224,24.72,168216,1,does legionella pneumophila cause pneumonia
867,6061719,21.09,168216,2,does legionella pneumophila cause pneumonia
204,6061720,26.46,168216,1,does legionella pneumophila cause pneumonia
44,6061721,54.65,168216,2,does legionella pneumophila cause pneumonia
58,6061722,52.02,168216,2,does legionella pneumophila cause pneumonia
132,6061723,37.04,168216,2,does legionella pneumophila cause pneumonia
161,6061724,32.19,168216,2,does legionella pneumophila cause pneumonia
26,6061718,57.37,168216,2,does legionella pneumophila cause pneumonia
-1,6061725,-1.0,168216,1,does legionella pneumophila cause pneumonia
-1,6172551,-1.0,168216,1,does legionella pneumophila cause pneumonia
54,6061726,53.23,168216,2,does legionella pneumophila cause pneumonia
655,6061717,22.07,168216,2,does legionella pneumophila cause pneumonia
128,6012600,37.81,168216,2,does legionella pneumophila cause pneumonia
167,6012598,31.14,168216,2,does legionella pneumophila cause pneumonia
113,5657932,39.55,168216,2,does legionella pneumophila cause pneumonia
100,5690224,43.02,168216,1,does legionella pneumophila cause pneumonia
122,5771045,38.46,168216,2,does legionella pneumophila cause pneumonia
400,5880511,23.7,168216,1,does legionella pneumophila cause pneumonia
-1,5935473,-1.0,168216,1,does legionella pneumophila cause pneumonia
88,5935474,46.3,168216,3,does legionella pneumophila cause pneumonia
39,5935476,55.93,168216,3,does legionella pneumophila cause pneumonia
53,5935477,53.26,168216,2,does legionella pneumophila cause pneumonia
-1,5935479,-1.0,168216,1,does legionella pneumophila cause pneumonia
177,6012597,30.43,168216,2,does legionella pneumophila cause pneumonia
135,6213323,35.95,168216,2,does legionella pneumophila cause pneumonia
-1,661757,-1.0,168216,1,does legionella pneumophila cause pneumonia
490,8252759,23.07,168216,1,does legionella pneumophila cause pneumonia
-1,8252761,-1.0,168216,2,does legionella pneumophila cause pneumonia
92,8252762,44.38,168216,1,does legionella pneumophila cause pneumonia
38,8252763,56.0,168216,2,does legionella pneumophila cause pneumonia
43,8185137,54.82,168216,3,does legionella pneumophila cause pneumonia
93,8252764,44.2,168216,2,does legionella pneumophila cause pneumonia
166,8319214,31.23,168216,2,does legionella pneumophila cause pneumonia
499,8319215,23.01,168216,2,does legionella pneumophila cause pneumonia
126,8319216,37.99,168216,2,does legionella pneumophila cause pneumonia
117,8319218,39.29,168216,2,does legionella pneumophila cause pneumonia
150,8320715,33.94,168216,1,does legionella pneumophila cause pneumonia
67,8185135,50.6,168216,3,does legionella pneumophila cause pneumonia
64,8185131,50.92,168216,3,does legionella pneumophila cause pneumonia
240,8048969,25.36,168216,1,does legionella pneumophila cause pneumonia
515,8048973,22.91,168216,1,does legionella pneumophila cause pneumonia
111,8185134,40.58,168216,2,does legionella pneumophila cause pneumonia
28,8141128,57.28,168216,3,does legionella pneumophila cause pneumonia
89,8185129,45.34,168216,2,does legionella pneumophila cause pneumonia
451,8400578,23.37,168216,1,does legionella pneumophila cause pneumonia
79,8731624,47.42,168216,2,does legionella pneumophila cause pneumonia
86,8731625,46.76,168216,3,does legionella pneumophila cause pneumonia
95,8743646,43.79,168216,2,does legionella pneumophila cause pneumonia
-1,8766386,-1.0,168216,1,does legionella pneumophila cause pneumonia
112,8766387,40.19,168216,2,does legionella pneumophila cause pneumonia
29,8731623,57.14,168216,3,does legionella pneumophila cause pneumonia
185,8766391,29.35,168216,2,does legionella pneumophila cause pneumonia
116,8731622,39.39,168216,2,does legionella pneumophila cause pneumonia
22,8731621,58.35,168216,3,does legionella pneumophila cause pneumonia
102,8731620,42.5,168216,1,does legionella pneumophila cause pneumonia
154,851276,33.31,168216,2,does legionella pneumophila cause pneumonia
197,856274,27.79,168216,2,does legionella pneumophila cause pneumonia
176,8627333,30.44,168216,1,does legionella pneumophila cause pneumonia
45,8639627,54.35,168216,3,does legionella pneumophila cause pneumonia
20,8639630,58.5,168216,3,does legionella pneumophila cause pneumonia
35,8639633,56.29,168216,3,does legionella pneumophila cause pneumonia
18,8723467,58.69,168216,3,does legionella pneumophila cause pneumonia
106,8731617,41.36,168216,2,does legionella pneumophila cause pneumonia
147,8731618,34.16,168216,2,does legionella pneumophila cause pneumonia
83,8048968,46.91,168216,2,does legionella pneumophila cause pneumonia
186,6643451,29.34,168216,2,does legionella pneumophila cause pneumonia
-1,6989580,-1.0,168216,1,does legionella pneumophila cause pneumonia
200,6996835,27.54,168216,2,does legionella pneumophila cause pneumonia
107,7049039,41.08,168216,2,does legionella pneumophila cause pneumonia
-1,6786380,-1.0,168216,2,does legionella pneumophila cause pneumonia
151,6817965,33.82,168216,1,does legionella pneumophila cause pneumonia
-1,689769,-1.0,168216,1,does legionella pneumophila cause pneumonia
99,731200,43.44,168216,3,does legionella pneumophila cause pneumonia
-1,7595680,-1.0,168216,1,does legionella pneumophila cause pneumonia
190,7595682,28.91,168216,2,does legionella pneumophila cause pneumonia
180,7595684,30.18,168216,2,does legionella pneumophila cause pneumonia
851,7492756,21.15,168216,1,does legionella pneumophila cause pneumonia
62,7745780,51.19,168216,1,does legionella pneumophila cause pneumonia
49,7492755,53.92,168216,3,does legionella pneumophila cause pneumonia
245,7492754,25.25,168216,2,does legionella pneumophila cause pneumonia
108,7492753,40.98,168216,2,does legionella pneumophila cause pneumonia
32,7337513,56.56,168216,2,does legionella pneumophila cause pneumonia
174,7337518,30.58,168216,2,does legionella pneumophila cause pneumonia
68,7337519,50.16,168216,2,does legionella pneumophila cause pneumonia
77,7492748,48.13,168216,2,does legionella pneumophila cause pneumonia
81,7492752,47.25,168216,2,does legionella pneumophila cause pneumonia
84,5024307,46.82,168216,3,does legionella pneumophila cause pneumonia
189,5004346,29.18,168216,2,does legionella pneumophila cause pneumonia
6,2265769,61.95,168216,3,does legionella pneumophila cause pneumonia
50,2265772,53.89,168216,3,does legionella pneumophila cause pneumonia
485,2210780,23.1,168216,2,does legionella pneumophila cause pneumonia
-1,2611845,-1.0,168216,2,does legionella pneumophila cause pneumonia
-1,2444467,-1.0,168216,1,does legionella pneumophila cause pneumonia
195,2210778,27.92,168216,1,does legionella pneumophila cause pneumonia
119,2210775,39.04,168216,3,does legionella pneumophila cause pneumonia
645,2036283,22.08,168216,2,does legionella pneumophila cause pneumonia
104,2069988,41.92,168216,2,does legionella pneumophila cause pneumonia
13,2069992,59.25,168216,3,does legionella pneumophila cause pneumonia
85,2069995,46.78,168216,3,does legionella pneumophila cause pneumonia
-1,2210772,-1.0,168216,2,does legionella pneumophila cause pneumonia
-1,2210773,-1.0,168216,1,does legionella pneumophila cause pneumonia
148,2210774,34.14,168216,2,does legionella pneumophila cause pneumonia
42,2659074,54.91,168216,3,does legionella pneumophila cause pneumonia
105,3096688,41.37,168216,1,does legionella pneumophila cause pneumonia
3,3174840,64.84,168216,3,does legionella pneumophila cause pneumonia
56,3198680,52.87,168216,2,does legionella pneumophila cause pneumonia
138,3198681,35.7,168216,2,does legionella pneumophila cause pneumonia
94,3198682,44.14,168216,2,does legionella pneumophila cause pneumonia
196,3198683,27.89,168216,2,does legionella pneumophila cause pneumonia
-1,3034378,-1.0,168216,1,does legionella pneumophila cause pneumonia
155,2735305,32.98,168216,2,does legionella pneumophila cause pneumonia
-1,2774854,-1.0,168216,1,does legionella pneumophila cause pneumonia
-1,2774855,-1.0,168216,1,does legionella pneumophila cause pneumonia
130,2774860,37.51,168216,2,does legionella pneumophila cause pneumonia
-1,2774862,-1.0,168216,1,does legionella pneumophila cause pneumonia
24,2790904,57.45,168216,3,does legionella pneumophila cause pneumonia
178,2806307,30.18,168216,2,does legionella pneumophila cause pneumonia
9,290826,59.57,168216,3,does legionella pneumophila cause pneumonia
123,3004214,38.42,168216,2,does legionella pneumophila cause pneumonia
25,3033359,57.39,168216,3,does legionella pneumophila cause pneumonia
55,2036279,52.95,168216,3,does legionella pneumophila cause pneumonia
65,1301471,50.76,168216,2,does legionella pneumophila cause pneumonia
8,1301472,59.63,168216,3,does legionella pneumophila cause pneumonia
158,1301473,32.56,168216,2,does legionella pneumophila cause pneumonia
48,1301474,54.0,168216,3,does legionella pneumophila cause pneumonia
5,13499,62.3,168216,3,does legionella pneumophila cause pneumonia
689,1301470,21.86,168216,1,does legionella pneumophila cause pneumonia
1,1381477,67.28,168216,3,does legionella pneumophila cause pneumonia
-1,141221,-1.0,168216,1,does legionella pneumophila cause pneumonia
21,1301469,58.35,168216,3,does legionella pneumophila cause pneumonia
70,1301468,49.83,168216,2,does legionella pneumophila cause pneumonia
52,1301467,53.57,168216,3,does legionella pneumophila cause pneumonia
173,5024306,30.58,168216,2,does legionella pneumophila cause pneumonia
114,8252758,39.52,168216,1,does legionella pneumophila cause pneumonia
-1,8252757,-1.0,168216,2,does legionella pneumophila cause pneumonia
71,1090088,49.57,168216,2,does legionella pneumophila cause pneumonia
157,1090089,32.56,168216,2,does legionella pneumophila cause pneumonia
-1,1183703,-1.0,168216,1,does legionella pneumophila cause pneumonia
47,1183706,54.25,168216,3,does legionella pneumophila cause pneumonia
198,119130,27.54,168216,2,does legionella pneumophila cause pneumonia
109,1274194,40.93,168216,3,does legionella pneumophila cause pneumonia
57,1301465,52.84,168216,3,does legionella pneumophila cause pneumonia
73,1301466,49.0,168216,2,does legionella pneumophila cause pneumonia
239,3198684,25.38,168216,1,does legionella pneumophila cause pneumonia
-1,1860844,-1.0,168216,1,does legionella pneumophila cause pneumonia
441,1860848,23.43,168216,1,does legionella pneumophila cause pneumonia
33,1924796,56.55,168216,3,does legionella pneumophila cause pneumonia
14,1924800,59.1,168216,3,does legionella pneumophila cause pneumonia
160,1860843,32.22,168216,2,does legionella pneumophila cause pneumonia
234,1974321,25.43,168216,2,does legionella pneumophila cause pneumonia
238,1982106,25.4,168216,2,does legionella pneumophila cause pneumonia
-1,1860841,-1.0,168216,1,does legionella pneumophila cause pneumonia
191,1832002,28.66,168216,1,does legionella pneumophila cause pneumonia
371,1677027,23.9,168216,2,does legionella pneumophila cause pneumonia
63,1735358,51.1,168216,3,does legionella pneumophila cause pneumonia
4,1735360,62.98,168216,3,does legionella pneumophila cause pneumonia
247,3198685,25.21,168216,1,does legionella pneumophila cause pneumonia
10,3198687,59.5,168216,3,does legionella pneumophila cause pneumonia
91,4324487,44.49,168216,2,does legionella pneumophila cause pneumonia
40,4324491,55.68,168216,2,does legionella pneumophila cause pneumonia
213,4324493,25.8,168216,2,does legionella pneumophila cause pneumonia
90,4329739,44.78,168216,1,does legionella pneumophila cause pneumonia
72,4324492,49.51,168216,3,does legionella pneumophila cause pneumonia
634,4245219,22.13,168216,1,does legionella pneumophila cause pneumonia
-1,4191388,-1.0,168216,1,does legionella pneumophila cause pneumonia
440,4191389,23.43,168216,1,does legionella pneumophila cause pneumonia
211,4191391,25.94,168216,2,does legionella pneumophila cause pneumonia
192,4191396,28.48,168216,2,does legionella pneumophila cause pneumonia
193,4215276,28.48,168216,2,does legionella pneumophila cause pneumonia
-1,4243074,-1.0,168216,1,does legionella pneumophila cause pneumonia
450,4245217,23.37,168216,1,does legionella pneumophila cause pneumonia
137,4245218,35.82,168216,2,does legionella pneumophila cause pneumonia
103,4191395,41.95,168216,3,does legionella pneumophila cause pneumonia
179,4741403,30.18,168216,2,does legionella pneumophila cause pneumonia
184,4741406,29.41,168216,2,does legionella pneumophila cause pneumonia
19,4792582,58.64,168216,3,does legionella pneumophila cause pneumonia
80,4792583,47.27,168216,3,does legionella pneumophila cause pneumonia
131,4938900,37.31,168216,1,does legionella pneumophila cause pneumonia
118,3198686,39.14,168216,2,does legionella pneumophila cause pneumonia
164,4918399,31.42,168216,1,does legionella pneumophila cause pneumonia
199,4493882,27.54,168216,2,does legionella pneumophila cause pneumonia
46,4498419,54.32,168216,3,does legionella pneumophila cause pneumonia
115,4498423,39.52,168216,2,does legionella pneumophila cause pneumonia
124,4600607,38.41,168216,2,does legionella pneumophila cause pneumonia
175,4600608,30.44,168216,2,does legionella pneumophila cause pneumonia
159,4600609,32.3,168216,2,does legionella pneumophila cause pneumonia
144,4600610,34.3,168216,2,does legionella pneumophila cause pneumonia
149,4656291,33.97,168216,2,does legionella pneumophila cause pneumonia
140,4656297,35.49,168216,2,does legionella pneumophila cause pneumonia
-1,4160802,-1.0,168216,1,does legionella pneumophila cause pneumonia
379,3399719,23.81,168216,1,does legionella pneumophila cause pneumonia
335,3399720,24.16,168216,1,does legionella pneumophila cause pneumonia
206,3401389,26.27,168216,1,does legionella pneumophila cause pneumonia
145,3415208,34.3,168216,1,does legionella pneumophila cause pneumonia
222,3399718,25.53,168216,2,does legionella pneumophila cause pneumonia
254,3463552,25.05,168216,2,does legionella pneumophila cause pneumonia
146,3463555,34.3,168216,2,does legionella pneumophila cause pneumonia
96,3463556,43.6,168216,2,does legionella pneumophila cause pneumonia
427,3507767,23.53,168216,1,does legionella pneumophila cause pneumonia
170,3399717,30.75,168216,2,does legionella pneumophila cause pneumonia
143,3399716,34.45,168216,2,does legionella pneumophila cause pneumonia
11,3399715,59.5,168216,3,does legionella pneumophila cause pneumonia
36,3198689,56.17,168216,3,does legionella pneumophila cause pneumonia
-1,3342536,-1.0,168216,1,does legionella pneumophila cause pneumonia
0,3344828,67.59,168216,3,does legionella pneumophila cause pneumonia
30,4119829,57.13,168216,3,does legionella pneumophila cause pneumonia
156,3344830,32.91,168216,1,does legionella pneumophila cause pneumonia
74,3344832,48.83,168216,1,does legionella pneumophila cause pneumonia
-1,3344833,-1.0,168216,1,does legionella pneumophila cause pneumonia
61,3344834,51.46,168216,3,does legionella pneumophila cause pneumonia
165,3344835,31.23,168216,1,does legionella pneumophila cause pneumonia
